CustomerID,FirstName,Lastname,Phone,Address01,Address02,City,State,ZipCode,ZipPlus4
1871934,Madona,Summers,6125197218,1234 Sessame St.,,Atlantis,MN,50737,2143
1330800,Lord,Jenkins,7630175923,1234 Sessame St.,,Atlantis,MN,50747,4569
1079879,Susan,Jenkins,7635568875,1234 Sessame St.,,Atlantis,MN,50621,2980
1992499,Lord,,7637217351,1234 Sessame St.,,Atlantis,MN,50759,3131
1900133,John,,6121006464,1234 Sessame St.,,Atlantis,MN,50506,7330
1976652,Moe,John,6122078021,1234 Sessame St.,,Atlantis,MN,50561,2645
1075864,Susan,Lindgrin,9512106886,1234 Sessame St.,,Atlantis,MN,50782,114
1271506,Melody,,9522430816,1234 Sessame St.,,Atlantis,MN,50634,4834
1448847,Susan,,6128572935,1234 Sessame St.,,Atlantis,MN,50532,9854
1907011,Michael,Lindgrin,9523776828,1234 Sessame St.,,Atlantis,MN,50529,4260
1710626,Moe,Michael,9510276795,1234 Sessame St.,,Atlantis,MN,50773,2815
1991136,Susan,Lindgrin,9520108420,1234 Sessame St.,,Atlantis,MN,50777,4588
1749026,Lord,Michael,7636199696,1234 Sessame St.,,Atlantis,MN,50639,6044
1411952,John,Jenkins,9518930708,1234 Sessame St.,,Atlantis,MN,50746,8791
1000276,Susan,Michael,9519819668,1234 Sessame St.,,Atlantis,MN,50577,1022
1615228,Lord,Michael,9524140607,1234 Sessame St.,,Atlantis,MN,50795,835
1911833,John,Racca,9519654549,1234 Sessame St.,,Atlantis,MN,50602,9546
1144406,John,Michael,9517346573,1234 Sessame St.,,Atlantis,MN,47928,5093
1526032,Madona,Racca,7638031360,1234 Sessame St.,,Atlantis,MN,50654,5494
1899914,Michael,Jenkins,6124970804,1234 Sessame St.,,Atlantis,MN,5375,5516
1052236,Lord,Michael,7632796824,1234 Sessame St.,,Atlantis,MN,50663,546
1964448,Susan,Summers,7633226132,1234 Sessame St.,,Atlantis,MN,50554,7389
1361670,Melody,Lindgrin,7638012833,1234 Sessame St.,,Atlantis,MN,50508,4569
1339287,Melody,Farquaad,9528414039,1234 Sessame St.,,Atlantis,MN,43264,2980
1851280,Michael,Farquaad,6127107379,1234 Sessame St.,,Atlantis,MN,50776,8384
1569334,Moe,Racca,9523218980,1234 Sessame St.,,Atlantis,MN,50725,4601
1982721,Madona,Michael,7631125051,1234 Sessame St.,,Atlantis,MN,50675,7201
1057643,Buffy,Summers,9511547181,1234 Sessame St.,,Atlantis,MN,50692,1395
1345444,John,Summers,9523443784,1234 Sessame St.,,Atlantis,MN,50628,150
1808592,Michael,Lindgrin,9528749233,1234 Sessame St.,,Atlantis,MN,60408,3219
1225490,Lord,Lindgrin,6129681172,1234 Sessame St.,,Atlantis,MN,87492,331
1453098,John,Jenkins,6128166193,1234 Sessame St.,,Atlantis,MN,50596,7131
1000303,Lord,Lindgrin,9511643216,1234 Sessame St.,,Atlantis,MN,50556,7068
1164765,Susan,Lindgrin,7632496434,1234 Sessame St.,,Atlantis,MN,50564,9035
1972247,Buffy,Lindgrin,6128645165,1234 Sessame St.,,Atlantis,MN,50753,8073
1683907,Susan,Farquaad,7637403135,1234 Sessame St.,,Atlantis,MN,50515,9523
1359384,Madona,Summers,6126088329,1234 Sessame St.,,Atlantis,MN,50634,7523
1249302,Moe,Jenkins,6128410999,1234 Sessame St.,,Atlantis,MN,50794,1254
1094151,Michael,Farquaad,6125162063,1234 Sessame St.,,Atlantis,MN,40334,517
-1,Madona,Racca,6121618841,1234 Sessame St.,,Atlantis,MN,50780,9002
1948867,Susan,Summers,6129833574,1234 Sessame St.,,Atlantis,MN,50683,7078
1930258,Melody,Michael,6127540257,1234 Sessame St.,,Atlantis,MN,50534,6549
1065753,Buffy,Michael,9526980053,1234 Sessame St.,,Atlantis,MN,50629,2968
1274148,Lord,,9514801967,1234 Sessame St.,,Atlantis,MN,42356,9060
1068494,Lord,Jenkins,6123307823,1234 Sessame St.,,Atlantis,MN,50527,9210
1094850,Melody,Lindgrin,7634732818,1234 Sessame St.,,Atlantis,MN,50774,1149
1381509,Madona,Summers,6125780424,1234 Sessame St.,,Atlantis,MN,50747,4544
1601756,Michael,Farquaad,7631422074,1234 Sessame St.,,Atlantis,MN,50702,1915
1013408,Lord,John,9513303672,1234 Sessame St.,,Atlantis,MN,50666,8039
1417366,Susan,Farquaad,9525584329,1234 Sessame St.,,Atlantis,MN,50541,9003
1662428,Madona,Farquaad,7630773070,1234 Sessame St.,,Atlantis,MN,50667,3715
1604892,Madona,John,6123911117,1234 Sessame St.,,Atlantis,MN,50804,6569
1514149,Michael,Summers,9510047695,1234 Sessame St.,,Atlantis,MN,50602,6969
1952969,John,Lindgrin,6125615449,1234 Sessame St.,,Atlantis,MN,50777,2234
1778240,Buffy,,9521510511,1234 Sessame St.,,Atlantis,MN,50564,2628
1548556,Lord,Jenkins,7635545781,1234 Sessame St.,,Atlantis,MN,50740,7358
1330726,Susan,Racca,9529713947,1234 Sessame St.,,Atlantis,MN,50643,2183
1365151,Moe,Jenkins,7631218709,1234 Sessame St.,,Atlantis,MN,99440,9531
1931691,Moe,Lindgrin,7634927456,1234 Sessame St.,,Atlantis,MN,50525,335
1107841,Moe,Lindgrin,6125829835,1234 Sessame St.,,Atlantis,MN,50789,634
1009034,Madona,Racca,6125686292,1234 Sessame St.,,Atlantis,MN,50648,445
1000303,Buffy,Farquaad,9513760688,1234 Sessame St.,,Atlantis,MN,50707,9591
1773532,Moe,Farquaad,9527151460,1234 Sessame St.,,Atlantis,MN,50767,2382
1594369,John,Racca,7637913402,1234 Sessame St.,,Atlantis,MN,50559,1347
1059547,Michael,Racca,9522802119,1234 Sessame St.,,Atlantis,MN,50518,3093
1122789,Melody,Farquaad,6120247125,1234 Sessame St.,,Atlantis,MN,50739,6647
1179026,Lord,John,7630424363,1234 Sessame St.,,Atlantis,MN,98850,4249
1677857,Madona,Michael,7636403692,1234 Sessame St.,,Atlantis,MN,50510,5655
-1,Moe,,6127423649,1234 Sessame St.,,Atlantis,MN,50696,8368
1687297,Susan,,6129195748,1234 Sessame St.,,Atlantis,MN,50581,9785
1225323,John,Farquaad,6121094649,1234 Sessame St.,,Atlantis,MN,50723,9269
1704786,Michael,,7636247665,1234 Sessame St.,,Atlantis,MN,50519,2757
1048203,Buffy,John,9515225554,1234 Sessame St.,,Atlantis,MN,50562,9635
1233869,Madona,Racca,9528556566,1234 Sessame St.,,Atlantis,MN,50793,1147
1022322,Moe,Lindgrin,7637876573,1234 Sessame St.,,Atlantis,MN,50526,839
1906987,Michael,Summers,9515463463,1234 Sessame St.,,Atlantis,MN,50656,8756
1248357,Madona,Lindgrin,6124237601,1234 Sessame St.,,Atlantis,MN,50566,498
1027170,John,John,9526683121,1234 Sessame St.,,Atlantis,MN,50750,6439
1930523,John,John,7637503104,1234 Sessame St.,,Atlantis,MN,50666,1947
1038418,Buffy,Racca,6126741681,1234 Sessame St.,,Atlantis,MN,50763,5317
1111670,Susan,John,9510106467,1234 Sessame St.,,Atlantis,MN,50655,6718
1558272,Susan,Lindgrin,6121559365,1234 Sessame St.,,Atlantis,MN,50580,6378
1311650,Madona,Farquaad,9525931250,1234 Sessame St.,,Atlantis,MN,50737,6799
1577530,John,Michael,6126808931,1234 Sessame St.,,Atlantis,MN,50722,8841
-1,Moe,Jenkins,9528591667,1234 Sessame St.,,Atlantis,MN,50705,4550
1064992,Lord,Jenkins,9524508945,1234 Sessame St.,,Atlantis,MN,48851,1071
1927023,Michael,Jenkins,6121936382,1234 Sessame St.,,Atlantis,MN,50551,8202
1337549,Susan,Racca,6125997472,1234 Sessame St.,,Atlantis,MN,50707,9030
1605849,Melody,Lindgrin,9510297906,1234 Sessame St.,,Atlantis,MN,50704,7186
1666334,John,Racca,9510194936,1234 Sessame St.,,Atlantis,MN,50802,743
1688780,Melody,Jenkins,9520755357,1234 Sessame St.,,Atlantis,MN,50783,1765
1076072,Susan,John,7630384754,1234 Sessame St.,,Atlantis,MN,58085,3015
1755664,Moe,Racca,9514799827,1234 Sessame St.,,Atlantis,MN,50577,6445
1770389,Buffy,Racca,9525223635,1234 Sessame St.,,Atlantis,MN,50643,846
1552992,John,John,7632983236,1234 Sessame St.,,Atlantis,MN,50592,9248
1807970,Melody,Lindgrin,9522700352,1234 Sessame St.,,Atlantis,MN,50712,2736
1794827,Buffy,Farquaad,6127608033,1234 Sessame St.,,Atlantis,MN,50613,2645
1021615,Melody,Michael,9527541870,1234 Sessame St.,,Atlantis,MN,50662,1109
1000309,Melody,Racca,7631907437,1234 Sessame St.,,Atlantis,MN,50626,1360
1549164,Susan,Summers,9515174156,1234 Sessame St.,,Atlantis,MN,50749,7711
1695961,Melody,Lindgrin,6129573443,1234 Sessame St.,,Atlantis,MN,96494,3276
1883163,John,Jenkins,6122086692,1234 Sessame St.,,Atlantis,MN,50690,2739
1934709,Michael,Michael,7635178742,1234 Sessame St.,,Atlantis,MN,50721,1687
1023567,Buffy,Lindgrin,7634385481,1234 Sessame St.,,Atlantis,MN,50512,4996
1004719,Melody,Racca,9523983667,1234 Sessame St.,,Atlantis,MN,50650,3285
1328741,Susan,Racca,6121221149,1234 Sessame St.,,Atlantis,MN,50613,266
1092596,John,Michael,9528549818,1234 Sessame St.,,Atlantis,MN,50528,6064
1473972,Moe,John,7636865354,1234 Sessame St.,,Atlantis,MN,50794,4425
1570080,Susan,,6123868967,1234 Sessame St.,,Atlantis,MN,50672,3097
1938388,Melody,,9522371398,1234 Sessame St.,,Atlantis,MN,50790,9367
1142038,Buffy,Jenkins,6124524696,1234 Sessame St.,,Atlantis,MN,50664,4349
1000325,Melody,Farquaad,6125108987,1234 Sessame St.,,Atlantis,MN,50736,8399
1996194,John,Farquaad,9528954538,1234 Sessame St.,,Atlantis,MN,50635,9918
1546437,Buffy,Racca,9510337547,1234 Sessame St.,,Atlantis,MN,50736,4469
1004055,Moe,Michael,9523552851,1234 Sessame St.,,Atlantis,MN,50536,6291
1493459,Melody,John,9522105344,1234 Sessame St.,,Atlantis,MN,50793,9197
1261917,Madona,,7635163708,1234 Sessame St.,,Atlantis,MN,50797,6150
1289034,Madona,Lindgrin,7634441726,1234 Sessame St.,,Atlantis,MN,50666,3282
1913139,Susan,,7635864064,1234 Sessame St.,,Atlantis,MN,50777,5229
1514564,Moe,Jenkins,6124837227,1234 Sessame St.,,Atlantis,MN,50578,5830
1023070,Susan,,9518957686,1234 Sessame St.,,Atlantis,MN,24411,8239
1821238,John,Summers,7638709370,1234 Sessame St.,,Atlantis,MN,50709,88
1000277,Madona,Lindgrin,6126010797,1234 Sessame St.,,Atlantis,MN,50510,9459
1487445,John,Michael,7638222622,1234 Sessame St.,,Atlantis,MN,50688,3369
1195538,Lord,Lindgrin,7634844123,1234 Sessame St.,,Atlantis,MN,42294,9850
1905056,Melody,Racca,7633686246,1234 Sessame St.,,Atlantis,MN,50674,538
1183884,Buffy,Farquaad,9524042433,1234 Sessame St.,,Atlantis,MN,50735,6665
1741478,Melody,Summers,9528670221,1234 Sessame St.,,Atlantis,MN,50739,1231
1312470,Melody,,7638306537,1234 Sessame St.,,Atlantis,MN,50627,8096
1412658,Melody,Summers,6124779937,1234 Sessame St.,,Atlantis,MN,50619,6057
1497617,Buffy,Lindgrin,9529941195,1234 Sessame St.,,Atlantis,MN,50705,515
1540667,Buffy,Farquaad,7633483010,1234 Sessame St.,,Atlantis,MN,50558,7070
1632298,John,John,9512499402,1234 Sessame St.,,Atlantis,MN,50640,5342
1983271,Moe,Racca,7636177387,1234 Sessame St.,,Atlantis,MN,50589,356
1993645,Melody,,7632454330,1234 Sessame St.,,Atlantis,MN,50741,282
1283891,Moe,Summers,9522040451,1234 Sessame St.,,Atlantis,MN,50575,1834
1215683,Susan,Jenkins,7639099929,1234 Sessame St.,,Atlantis,MN,50716,1364
1799311,Melody,Racca,9516419380,1234 Sessame St.,,Atlantis,MN,50760,474
1904650,Susan,John,6127482764,1234 Sessame St.,,Atlantis,MN,50747,2624
1476230,Moe,Summers,6123999994,1234 Sessame St.,,Atlantis,MN,50628,922
1868554,Michael,John,6122931858,1234 Sessame St.,,Atlantis,MN,50678,3090
1952379,Lord,,6121050844,1234 Sessame St.,,Atlantis,MN,50676,1671
1794986,Melody,John,7638878452,1234 Sessame St.,,Atlantis,MN,50572,4003
1763134,Michael,John,9510015938,1234 Sessame St.,,Atlantis,MN,50571,6220
1066243,Susan,Farquaad,6128089298,1234 Sessame St.,,Atlantis,MN,50757,3035
1013187,Buffy,Racca,6124561889,1234 Sessame St.,,Atlantis,MN,50523,5293
1886373,Michael,Farquaad,9526454787,1234 Sessame St.,,Atlantis,MN,50686,587
1655138,Madona,Farquaad,9516458727,1234 Sessame St.,,Atlantis,MN,50589,8296
1504630,Madona,Farquaad,9517143441,1234 Sessame St.,,Atlantis,MN,50757,4069
1798731,Buffy,Farquaad,9510581321,1234 Sessame St.,,Atlantis,MN,64210,3657
1175848,Madona,,6123829477,1234 Sessame St.,,Atlantis,MN,50611,6640
1702649,Buffy,Lindgrin,6123233972,1234 Sessame St.,,Atlantis,MN,50744,6646
1408966,Moe,Jenkins,9527548347,1234 Sessame St.,,Atlantis,MN,50584,5178
1373415,Lord,Lindgrin,7639115058,1234 Sessame St.,,Atlantis,MN,50694,9273
1497978,Melody,John,6120610233,1234 Sessame St.,,Atlantis,MN,50565,1104
1961275,Buffy,Farquaad,6128635829,1234 Sessame St.,,Atlantis,MN,50647,2369
