CustomerID,FirstName,Lastname,Phone,Address01,Address02,City,State,ZipCode,ZipPlus4
1090900,John,John,9528455424,1234 Sessame St.,,Atlantis,MN,77208,2393
1635456,Susan,Jenkins,6127048279,1234 Sessame St.,,Atlantis,MN,50744,7114
1543648,Madona,Michael,9517878016,1234 Sessame St.,,Atlantis,MN,50655,9453
1260875,Buffy,Racca,9527968056,1234 Sessame St.,,Atlantis,MN,50572,7622
1048172,Lord,Summers,6128557078,1234 Sessame St.,,Atlantis,MN,50526,3457
1070212,Melody,Racca,7635483141,1234 Sessame St.,,Atlantis,MN,50511,1902
1102004,Lord,Lindgrin,9511967629,1234 Sessame St.,,Atlantis,MN,50756,176
1625432,Susan,,9510779810,1234 Sessame St.,,Atlantis,MN,50766,6240
1541078,Moe,Jenkins,6125492512,1234 Sessame St.,,Atlantis,MN,50609,8028
1846555,Madona,John,9519697195,1234 Sessame St.,,Atlantis,MN,50742,2587
1974187,Michael,Jenkins,7634516822,1234 Sessame St.,,Atlantis,MN,50740,7034
1506325,John,Farquaad,6123791268,1234 Sessame St.,,Atlantis,MN,50664,7680
1779189,Michael,John,6123885055,1234 Sessame St.,,Atlantis,MN,50772,1350
1251047,Lord,Racca,6124710485,1234 Sessame St.,,Atlantis,MN,50668,9894
1816295,Susan,Lindgrin,7632300034,1234 Sessame St.,,Atlantis,MN,50535,7365
1778887,Madona,,7631119403,1234 Sessame St.,,Atlantis,MN,16309,4536
1620134,Michael,Lindgrin,9515454538,1234 Sessame St.,,Atlantis,MN,50556,4112
1074073,Madona,Farquaad,9520446034,1234 Sessame St.,,Atlantis,MN,50528,8637
1195460,Michael,Michael,7632571833,1234 Sessame St.,,Atlantis,MN,50614,7938
1320805,John,Farquaad,7639276929,1234 Sessame St.,,Atlantis,MN,50506,8734
1406872,Lord,Racca,9515687368,1234 Sessame St.,,Atlantis,MN,50642,7225
1173648,Susan,Racca,9525785983,1234 Sessame St.,,Atlantis,MN,50650,8662
1621331,John,Racca,7632849791,1234 Sessame St.,,Atlantis,MN,65119,3192
1852583,Madona,Lindgrin,6121040732,1234 Sessame St.,,Atlantis,MN,50733,7650
1718179,Moe,John,7638698725,1234 Sessame St.,,Atlantis,MN,18904,6970
1854696,John,Michael,6122361620,1234 Sessame St.,,Atlantis,MN,50683,3895
1626682,Madona,Jenkins,7631248389,1234 Sessame St.,,Atlantis,MN,50612,7281
