CustomerID,FirstName,Lastname,Phone,Address01,Address02,City,State,ZipCode,ZipPlus4
1074703,Madona,,6126165739,1234 Sessame St.,,Atlantis,MN,50681,7411
1371978,Susan,Jenkins,6126764981,1234 Sessame St.,,Atlantis,MN,50522,1240
1027709,Madona,Michael,9519862073,1234 Sessame St.,,Atlantis,MN,50745,2380
1000031,Buffy,,9526515271,1234 Sessame St.,,Atlantis,MN,50700,1413
1000274,Michael,Summers,9527212237,1234 Sessame St.,,Atlantis,MN,50683,4176
1334606,Madona,,7632276775,1234 Sessame St.,,Atlantis,MN,50636,8968
1337006,Susan,Racca,6129066238,1234 Sessame St.,,Atlantis,MN,50542,9485
1193975,Buffy,Michael,9519233098,1234 Sessame St.,,Atlantis,MN,50650,3312
1772739,Susan,Michael,9528434022,1234 Sessame St.,,Atlantis,MN,50531,950
1197155,Moe,Jenkins,9521562567,1234 Sessame St.,,Atlantis,MN,50654,4494
1690646,Madona,Jenkins,6129152110,1234 Sessame St.,,Atlantis,MN,50748,3728
1713037,Michael,Michael,9518666245,1234 Sessame St.,,Atlantis,MN,50511,2329
1449376,Buffy,Lindgrin,6125070537,1234 Sessame St.,,Atlantis,MN,50712,1149
1011531,John,Jenkins,9512961113,1234 Sessame St.,,Atlantis,MN,50714,8440
1691933,Melody,Farquaad,7631234261,1234 Sessame St.,,Atlantis,MN,50510,9841
1177457,Moe,John,9519449436,1234 Sessame St.,,Atlantis,MN,50680,8817
1806758,John,Farquaad,9519106764,1234 Sessame St.,,Atlantis,MN,50637,6479
1589280,Susan,Michael,9518445207,1234 Sessame St.,,Atlantis,MN,50584,9223
-1,Madona,Michael,9516850438,1234 Sessame St.,,Atlantis,MN,50543,487
1881564,Susan,,9510617947,1234 Sessame St.,,Atlantis,MN,50704,9358
1467437,Moe,Lindgrin,9519908878,1234 Sessame St.,,Atlantis,MN,50518,4793
1744116,Susan,Lindgrin,9514330121,1234 Sessame St.,,Atlantis,MN,50778,3657
1953820,Melody,John,7630326593,1234 Sessame St.,,Atlantis,MN,50770,4583
1921430,Buffy,John,7634869449,1234 Sessame St.,,Atlantis,MN,50569,3188
1656531,John,Racca,7633593175,1234 Sessame St.,,Atlantis,MN,50509,9650
1150402,Melody,Lindgrin,7637450485,1234 Sessame St.,,Atlantis,MN,50591,4170
1818435,John,Michael,9523212800,1234 Sessame St.,,Atlantis,MN,50589,8976
1341868,Susan,Michael,7637150684,1234 Sessame St.,,Atlantis,MN,50575,4443
1529750,Michael,Lindgrin,7631218800,1234 Sessame St.,,Atlantis,MN,50659,6551
1334516,Melody,John,6124941465,1234 Sessame St.,,Atlantis,MN,15204,3972
1581354,Michael,Lindgrin,9511945886,1234 Sessame St.,,Atlantis,MN,50737,7586
1000056,Madona,Lindgrin,9528852782,1234 Sessame St.,,Atlantis,MN,50788,381
1893048,Madona,Farquaad,9520246223,1234 Sessame St.,,Atlantis,MN,50510,4094
1172506,Madona,,9526570171,1234 Sessame St.,,Atlantis,MN,50542,9014
1799000,Buffy,Summers,9521797795,1234 Sessame St.,,Atlantis,MN,75650,4878
1629875,Melody,Jenkins,9515586534,1234 Sessame St.,,Atlantis,MN,50541,5152
1619155,Susan,,9524371288,1234 Sessame St.,,Atlantis,MN,50604,1127
1284813,Melody,Michael,9526730393,1234 Sessame St.,,Atlantis,MN,50550,5733
1303708,Lord,Summers,9520899631,1234 Sessame St.,,Atlantis,MN,50723,6660
1129701,Melody,Summers,9514430246,1234 Sessame St.,,Atlantis,MN,50799,2456
1598744,Moe,Racca,9524612393,1234 Sessame St.,,Atlantis,MN,50514,6282
1699492,Michael,Lindgrin,9528218539,1234 Sessame St.,,Atlantis,MN,50601,9731
1264907,Melody,Michael,7630772290,1234 Sessame St.,,Atlantis,MN,50778,3734
1772284,Moe,Summers,9512407432,1234 Sessame St.,,Atlantis,MN,50753,7013
1382469,Michael,Michael,9510973315,1234 Sessame St.,,Atlantis,MN,98347,7277
1654779,Madona,Summers,9524599696,1234 Sessame St.,,Atlantis,MN,50579,3443
1292970,Lord,Jenkins,7631324687,1234 Sessame St.,,Atlantis,MN,50713,51
1369736,Buffy,Michael,6128697016,1234 Sessame St.,,Atlantis,MN,50645,684
1685830,Buffy,Farquaad,9522413783,1234 Sessame St.,,Atlantis,MN,50704,9787
1280818,Melody,Michael,6128324440,1234 Sessame St.,,Atlantis,MN,50639,114
1000306,Michael,Michael,7639961435,1234 Sessame St.,,Atlantis,MN,,9598
1034951,Madona,Jenkins,7634654996,1234 Sessame St.,,Atlantis,MN,50644,3489
1645163,Moe,Lindgrin,7638117436,1234 Sessame St.,,Atlantis,MN,50618,1760
